5	5576744
2156	4963961
479	3629248
9	2723390
8	2459908
7	1977887
11	1897312
10	1684818
22	1333475
21	1076063
128	945671
29	865465
20	848084
15	688765
14	679774
13	678291
25	675834
19	630763
30	601023
4839	571980
36	571628
16	514410
4	436693
39	436541
31	431358
23	417872
58	354673
24	326567
37	321471
41	309982
56	292934
96	289074
61	275552
28	239610
53	203879
32	203259
45	195751
25606	190444
78	189784
49	186395
67	179716
69	178546
126	176545
4832	176387
63	174797
50	168850
33	163453
65	163436
80	156736
54	155548
57	152105
34	150859
6	149519
91	149485
42	145535
51	135547
83	133304
38	131348
71	130684
74	126369
86	124452
88	123291
85	121857
112	115544
97	113456
55	110192
504	108743
81	105463
79	105136
77	102034
70	101254
212	100508
123	99906
66	97508
148	96194
129	93708
62	92989
132	90753
87	90202
59	90183
177	89537
227	88197
423	87382
130	87120
144	84547
150	83592
374	82558
92	82195
163	81986
102	79707
156	78028
155	77168
822	76539
151	75981
215	75196
147	74663
137	73699
191	73230
188	72193
76	71923
152	71245
1589	70578
103	70182
107	70168
341	69522
106	69422
145	68189
196	67704
172	67304
200	67094
2214	67004
149	66548
154	66356
118	66241
136	66004
248	65081
211	64997
2642	63890
1059	63804
230	63394
256	63142
64	63060
217	63013
204	62992
93	62815
346	62580
89	62427
572	61964
233	61844
157	61634
258	61401
315	61340
117	60997
651	60872
229	60435
255	60426
208	60383
223	59961
195	58897
237	58651
139	58638
226	58095
601	58012
272	57283
158	57197
165	56839
3238	56571
26	56190
287	56150
171	55940
221	55589
90	55279
484	55128
98	54764
289	54651
470	54495
684	54099
115	53938
222	53719
219	53530
261	52929
274	52875
880	52611
173	52237
260	51659
475	51367
264	51322
225	50567
231	50531
703	50449
419	50299
454	50283
373	50197
183	49123
121	49018
253	47996
234	47916
687	47752
254	47655
179	47549
153	47542
1089	47178
209	46972
293	46926
379	46784
68	46723
497	46649
545	46064
316	45722
303	45620
262	45393
772	45083
276	44732
930	44594
532	44372
82	44351
142	44335
268	44135
101	43861
124	43799
312	43606
198	43432
290	43286
189	43283
6301	43232
291	43138
392	43042
362	43018
271	42807
344	42793
305	42641
354	42574
251	42526
830	42491
160	42351
511	42289
304	42110
635	42059
143	41899
829	41650
623	41576
1437	41421
552	41290
779	41251
337	41202
610	41139
468	41119
361	40788
194	40725
349	40505
292	40296
252	39946
443	39885
381	39772
242	39748
1771	39667
239	39573
27779	39546
646	39464
311	39321
3220	39261
281	39121
502	39118
382	39009
343	38964
397	38822
7606	38475
550	38405
759	38081
119	37807
187	37724
881	37617
587	37358
494	37133
369	37107
40	36991
159	36794
278	36532
469	36372
811	36232
365	36183
739	36035
2048	35938
314	35723
1590	35631
636	35480
997	35301
719	35233
528	35093
508	35068
702	34965
203	34947
114	34854
277	34847
1165	34765
507	34710
644	34661
716	34486
99	34477
1926	34463
317	34402
333	34291
875	34221
371	34119
384	33960
520	33906
467	33877
766	33875
501	33814
301	33716
351	33574
516	33537
391	33413
1971	33391
168	33346
368	33209
3627	32847
184	32841
321	32784
308	32726
1602	32692
389	32632
669	32623
95	32520
411	32448
1666	32429
257	32297
1440	32229
284	32149
870	31993
493	31965
579	31811
583	31748
122	31549
769	31323
329	31313
104	31222
661	31139
44	31123
426	31033
146	31020
182	31006
167	30918
275	30906
1049	30847
330	30737
638	30714
202	30696
902	30639
220	30500
604	30451
232	30366
650	30214
94	30210
4707	30175
1859	30116
324	30071
459	30035
1461	29946
2	29865
2077	29723
263	29660
624	29654
352	29602
547	29554
1490	29550
462	29529
832	29464
620	29434
366	29427
1712	29388
496	29386
538	29290
310	29236
415	29113
744	29112
345	29053
628	29028
404	28971
1515	28942
456	28889
298	28880
514	28850
607	28833
176	28763
1824	28669
774	28619
360	28463
800	28351
109	28302
169	28099
959	28089
914	27978
299	27942
569	27916
338	27813
245	27696
282	27654
47	27613
753	27610
526	27592
1143	27422
747	27413
453	27332
376	27280
727	27242
2266	27204
190	27175
2338	27152
334	27149
285	27019
527	26862
1466	26745
424	26545
286	26525
1156	26476
359	26399
580	26280
1687	26263
320	26198
617	26181
523	26171
241	26170
1026	26156
400	26097
1040	25955
519	25804
509	25795
564	25723
2130	25705
476	25703
228	25668
3010	25597
367	25558
428	25524
1410	25519
3017	25494
2370	25469
52	25389
396	25365
931	25344
2223	25342
3072	25337
412	25316
185	25224
555	25201
869	25178
430	25161
675	25056
323	25034
457	25026
571	24927
1732	24864
594	24798
660	24768
566	24708
928	24676
1125	24659
611	24612
3082	24580
1982	24510
440	24493
600	24274
313	24204
1368	24023
1745	23879
576	23876
851	23732
477	23699
616	23558
935	23549
1835	23481
589	23449
27	23325
1995	23250
439	23215
138	23191
793	23189
737	23113
1027	23075
483	23063
2622	22963
765	22933
645	22894
525	22890
733	22802
2305	22796
417	22794
685	22787
1139	22700
908	22638
680	22536
706	22461
2673	22375
267	22373
625	22351
3503	22251
1212	22239
1122	22236
745	22228
247	22141
732	22132
7446	22093
634	22058
393	22049
767	22033
1572	22011
1070	21904
1140	21898
1216	21873
471	21839
442	21806
498	21798
1003	21705
783	21659
3054	21648
833	21579
831	21429
3686	21398
756	21388
1221	21351
746	21349
544	21280
141	21239
1014	21206
1380	21203
1150	21175
422	21139
750	21049
1349	21039
235	21011
950	20989
540	20966
668	20876
16935	20777
2442	20729
957	20690
797	20662
1292	20598
377	20559
898	20536
962	20520
819	20502
326	20484
2938	20469
186	20464
2226	20453
1270	20347
3768	20341
1054	20291
986	20260
2897	20259
790	20243
820	20198
331	20169
408	20160
858	20075
420	19999
709	19966
409	19944
431	19881
1370	19836
815	19827
654	19818
1299	19751
339	19692
2168	19676
1581	19645
2925	19637
205	19616
979	19607
585	19576
1348	19560
1051	19550
1809	19451
726	19450
1412	19423
730	19417
614	19410
911	19337
438	19275
671	19217
2384	19162
1242	19158
1337	19092
2898	19081
372	19070
197	19067
450	19054
1432	19042
413	19040
799	19008
246	19001
350	18981
883	18977
590	18935
852	18933
3744	18919
1665	18873
1521	18856
559	18845
677	18832
861	18818
4013	18814
472	18780
405	18774
877	18727
918	18674
853	18658
953	18620
2724	18612
506	18592
707	18548
1655	18537
134	18463
848	18456
777	18405
921	18392
1328	18367
1120	18354
551	18336
441	18309
10602	18273
455	18214
410	18211
927	18182
857	18180
1063	18157
840	18109
1258	18108
385	18084
808	18081
672	18028
710	18020
2885	17973
1214	17954
1382	17928
2496	17923
605	17900
15408	17895
632	17845
1788	17834
1282	17820
1754	17817
332	17796
2410	17793
809	17775
2059	17723
802	17698
919	17694
181	17685
642	17671
27785	17656
3420	17640
843	17633
763	17603
1726	17594
554	17588
127	17584
390	17583
1186	17581
971	17562
1285	17524
2140	17483
718	17462
1245	17450
740	17412
974	17391
598	17357
1276	17348
909	17338
1575	17317
1537	17297
786	17274
854	17252
166	17232
1088	17224
1730	17217
937	17187
561	17184
355	17178
1075	17157
1046	17146
683	17111
1104	17108
1015	17104
4829	17089
2034	17084
2930	17042
1109	17035
1406	17009
1386	16988
871	16930
1043	16929
705	16846
741	16812
794	16800
363	16790
446	16772
2121	16726
973	16681
814	16621
816	16589
1554	16532
4031	16502
1956	16454
760	16449
1289	16431
2297	16424
505	16414
1195	16398
542	16395
1357	16395
639	16361
643	16350
162	16343
1455	16328
488	16290
5013	16262
1992	16240
988	16224
697	16175
120	16157
4482	16136
821	16133
1405	16120
1006	16114
1082	16098
670	16038
1145	16034
5966	16031
637	15991
1470	15973
1073	15972
593	15939
537	15912
688	15869
2016	15855
3249	15807
306	15784
2106	15784
873	15766
2115	15759
370	15740
570	15732
981	15719
818	15713
1364	15688
358	15663
1880	15656
515	15643
1008	15623
2421	15617
1001	15616
887	15591
1029	15587
4858	15577
1286	15556
2700	15508
1663	15489
664	15481
1084	15475
1132	15471
403	15438
213	15424
1310	15414
1146	15393
342	15377
11163	15344
192	15325
618	15321
3520	15305
868	15303
882	15291
1180	15289
1243	15285
993	15281
513	15276
1187	15272
1255	15269
1220	15262
447	15261
655	15253
674	15229
770	15220
1567	15202
244	15178
976	15161
1173	15132
2325	15094
3517	15081
1169	15080
4853	15050
1738	15046
3788	15043
473	15041
1634	14992
1237	14970
1246	14960
478	14956
663	14929
1141	14927
1023	14917
1033	14906
1168	14871
401	14820
1577	14809
2285	14803
1079	14793
3835	14789
885	14772
398	14753
835	14749
1378	14736
764	14724
3489	14718
1751	14711
1770	14702
926	14646
1005	14633
558	14619
406	14592
1517	14559
512	14556
2047	14519
985	14517
1790	14511
3515	14462
1127	14453
4999	14411
490	14383
5936	14382
994	14349
4209	14341
780	14329
1061	14312
2395	14310
3419	14309
1887	14309
1124	14305
3152	14271
695	14262
2946	14241
270	14212
722	14210
1429	14202
444	14175
963	14127
1264	14118
1550	14090
386	14071
481	14057
1206	14015
1010	13991
584	13976
1596	13970
295	13963
796	13950
1800	13945
1076	13921
1720	13904
910	13898
1273	13889
1464	13876
1198	13851
906	13843
736	13836
1371	13822
1154	13807
968	13782
678	13771
728	13768
1417	13757
1609	13704
656	13695
3225	13684
3174	13678
1605	13664
577	13663
9846	13620
609	13604
588	13589
