279	5576132
1174	4963961
662	3629245
220	2902409
315	2723390
323	2459850
311	1977042
304	1901151
264	1683730
330	1333475
574	1075875
364	945670
578	846262
82	843250
389	688705
430	679774
369	677134
439	676394
449	631040
555	601019
883	571980
320	571628
374	514786
813	436541
505	431358
520	417477
13	365885
1051	354553
433	326740
568	320885
459	309468
1047	292913
763	288962
902	275552
387	239180
16	235011
17	218496
15	210610
1049	208506
719	203870
527	203257
539	195846
18	193252
2652	190444
1176	189604
872	186395
20	180612
1101	179716
1077	179680
1389	176545
551	176387
1202	174797
19	174626
477	168155
617	163434
832	163415
1403	156683
889	155570
21	153193
1027	152100
706	150727
11	149519
1283	148653
679	145843
420	145535
23	142768
22	141705
362	140673
24	140141
814	135547
358	132450
1306	130807
1053	126369
892	124440
1139	123291
1102	121154
1023	113456
810	110117
927	108938
339	106367
994	102033
1364	101855
682	100397
1461	99906
704	97073
2391	96194
709	94030
1193	93708
2550	91685
922	90183
1109	90179
1847	89531
291	88835
1990	88197
3010	87394
2380	87120
426	86764
1455	84546
1418	83595
1952	82325
502	82310
1903	78028
931	76764
287	76688
4632	76537
328	75784
1778	75193
1405	74653
386	74561
1603	73699
3280	73230
1561	72298
1060	71923
1115	71245
611	70578
1063	70181
1667	70168
1511	69522
735	69427
1124	68930
432	68600
1694	68189
356	67427
1243	67303
2132	67221
1555	66549
2403	66004
473	65971
423	65314
5609	65026
480	64236
445	64001
8176	63890
6244	63804
649	63047
2737	63013
350	63005
2001	62815
1396	62579
1070	62380
961	62191
4740	61934
1664	61625
2225	61401
3723	61340
4101	60872
3753	59946
1234	59467
912	59060
6393	58559
3116	58325
2128	56839
393	56622
9417	56571
1071	56190
1690	55940
1666	55517
3892	55128
779	54660
3778	54385
388	54278
3967	54099
605	54094
1436	53938
1550	53719
435	53174
4468	53052
5162	52654
6137	52610
990	52213
355	51918
261	50635
6004	50449
4216	50299
3005	50293
3156	50284
2663	50197
549	50019
1938	49065
452	48921
88	48657
263	48076
842	47897
296	47680
64	47609
3610	47595
8013	47188
2468	47176
1521	46972
276	46857
400	46723
468	46623
258	46163
83	46020
1766	45620
288	45202
6250	45083
72	44792
1890	44732
278	44689
4731	44562
4273	44372
1274	44351
1606	44335
1203	43907
1093	43837
1253	43665
6287	43642
508	43624
2212	43432
13437	43232
3297	43171
3952	43018
6280	42700
469	42540
1317	42361
2768	42289
1005	42116
4452	42059
904	41875
1022	41834
800	41748
7285	41661
4036	41650
4435	41575
622	41363
3235	41290
6664	41251
3842	41141
285	40867
1614	40605
1855	40505
4330	40295
1543	40258
7529	40162
2435	39946
3158	39885
312	39813
1579	39572
717	39556
2331	39546
510	39464
9478	39260
1501	39210
5651	39118
650	39092
5111	39007
2326	38979
3363	38964
1034	38475
5887	38405
6841	38081
1523	37753
2533	37719
4208	37614
3254	37614
268	37574
5587	37478
5936	37356
4892	37125
690	37041
868	36947
1122	36812
743	36480
4356	36391
3544	36035
3752	35941
2163	35747
10411	35721
12220	35631
507	35379
6790	35233
4245	35064
6476	34965
1790	34947
2500	34846
422	34844
5343	34765
6186	34661
3196	34486
1148	34478
2035	34395
5926	34309
1912	34291
6267	34221
1620	34161
4948	34119
301	33956
836	33949
3277	33901
1887	33876
2324	33807
4987	33735
1584	33576
2834	33574
966	33350
3109	33346
806	33144
277	33140
7200	33122
689	32928
8448	32870
2162	32823
1120	32722
1866	32720
7633	32692
3296	32679
6197	32617
4848	32602
2564	32429
7086	32229
972	32149
3070	32149
1041	31769
3221	31748
68	31670
409	31570
1457	31549
1925	31280
78	31267
398	31259
3953	31029
1633	31006
1884	30918
1304	30915
1888	30904
3335	30714
2103	30688
7552	30639
1828	30500
845	30392
1917	30377
2678	30214
1566	30210
9606	30175
3026	30129
6063	30114
1032	30080
921	29986
4113	29946
380	29727
10007	29723
292	29699
2949	29654
5762	29554
5918	29549
975	29438
3682	29402
8051	29388
5414	29375
5165	29287
8753	29219
4648	29112
3258	29040
3389	29026
2684	29013
1578	28889
274	28806
3090	28796
1514	28627
3560	28619
2919	28463
269	28384
4984	28351
2052	28271
305	28171
4869	28089
1648	28057
777	28046
656	27931
2835	27924
2489	27923
1948	27829
499	27611
3185	27609
586	27504
7028	27495
3446	27457
8738	27422
3629	27413
3697	27275
3782	27271
300	27241
1524	27157
914	27134
1114	27090
2978	27089
4363	26951
1789	26832
84	26824
4410	26693
9635	26476
612	26399
4726	26322
6646	26263
4846	26198
309	26040
1376	25988
2254	25879
2410	25870
3515	25804
824	25782
3861	25763
1556	25718
2363	25706
13766	25705
1935	25690
76	25611
2478	25558
7882	25519
11226	25494
6498	25475
437	25374
2085	25365
9909	25359
815	25348
5788	25344
10541	25342
4409	25316
3719	25201
584	25199
2851	25178
648	25175
71	25163
2204	25163
2360	25099
1862	25034
4376	25020
4261	24986
2373	24864
4315	24709
7295	24676
5439	24510
266	24491
8105	24319
3582	24274
2728	23876
6342	23875
267	23813
6688	23732
1486	23699
74	23688
77	23620
6104	23558
6052	23481
3907	23449
1691	23365
2875	23330
1443	23304
893	23298
4024	23215
2883	23191
2362	23180
11188	23139
2361	23113
4756	23075
483	23073
660	23071
3063	23064
9124	22963
1187	22932
2015	22899
1901	22807
11224	22796
5675	22787
6424	22694
3440	22638
3805	22634
2997	22536
12715	22375
295	22331
4528	22236
4857	22228
3224	22136
18198	22093
1701	22058
2646	22052
2010	22045
10771	22033
8603	22011
331	21918
4314	21873
3339	21806
3115	21798
5678	21705
67	21690
14467	21648
2860	21647
89	21628
6411	21429
653	21420
2191	21411
7126	21405
11936	21398
7076	21392
8494	21351
2532	21280
1268	21238
1629	21137
3925	21049
1314	21014
6469	20989
2753	20966
3839	20952
259	20918
10702	20772
1313	20771
4027	20734
14958	20729
538	20715
7957	20690
329	20667
2585	20662
9378	20644
3331	20607
4038	20559
1121	20536
8636	20520
5178	20502
13309	20469
8040	20453
816	20366
3838	20362
1135	20352
2316	20347
5885	20341
273	20324
2046	20305
12656	20278
65	20277
3766	20260
3314	20163
2911	20160
5457	20066
4028	19999
4500	19966
3201	19944
8223	19903
5068	19881
9130	19826
1708	19823
6612	19761
8209	19714
372	19688
10555	19645
14829	19637
4538	19605
1695	19594
7376	19576
8813	19560
3243	19543
3288	19520
3428	19496
3549	19423
5270	19417
5789	19337
519	19323
1419	19257
471	19217
3161	19176
12707	19162
5370	19092
11002	19081
2294	19067
1288	19065
18217	19058
3970	19054
8272	19042
6406	19040
2288	19030
265	18987
645	18984
6825	18928
10887	18919
10434	18873
2955	18856
5054	18845
5657	18837
4311	18780
783	18712
6460	18652
5899	18594
2539	18555
342	18542
10058	18537
354	18510
307	18487
8254	18470
7577	18456
5754	18387
6957	18367
3025	18341
4529	18336
552	18287
35148	18273
2237	18240
569	18232
2697	18216
1272	18106
587	18014
9749	17973
9728	17951
1742	17945
9922	17928
1591	17926
9653	17923
75	17852
6690	17852
8931	17834
2450	17817
3585	17796
4477	17793
2547	17779
1544	17772
5426	17765
13673	17719
4562	17718
3463	17698
2057	17690
758	17656
6149	17640
9057	17594
3940	17588
3278	17583
5369	17524
349	17500
856	17492
9778	17483
367	17475
293	17424
6773	17348
70	17340
3776	17329
4519	17317
2536	17316
4279	17297
7693	17217
2134	17212
4689	17198
6216	17183
3779	17178
4325	17173
3871	17154
7102	17126
4251	17114
3131	17111
1627	17094
14454	17089
7559	17084
316	17046
86	17035
5526	17009
4619	16988
819	16986
16591	16976
6941	16929
352	16929
9367	16906
6617	16861
3177	16849
3814	16834
5602	16830
4156	16813
272	16784
4783	16782
1226	16739
8308	16726
2418	16633
2115	16616
1957	16601
5737	16589
275	16549
2383	16486
7187	16454
6566	16431
3062	16414
4856	16398
9107	16395
4920	16361
3885	16350
481	16327
3118	16326
3831	16259
8216	16241
8096	16236
16766	16160
9714	16131
6575	16114
4901	16112
2816	16098
3974	16084
9676	16072
4717	16054
636	16028
1080	15996
5209	15995
404	15962
3345	15939
9822	15938
2009	15929
757	15912
8987	15871
5672	15869
13517	15807
1682	15806
7364	15788
2411	15768
5304	15759
6522	15719
1472	15715
4661	15713
4375	15671
1567	15669
1475	15662
5674	15656
324	15625
16957	15623
9405	15617
1772	15602
11999	15591
18063	15577
3984	15556
2636	15546
81	15525
606	15523
7252	15518
8246	15489
3995	15481
1630	15481
1974	15463
1162	15438
9686	15435
6237	15415
733	15411
7263	15393
2231	15356
3117	15326
1518	15305
15109	15305
818	15299
294	15292
4427	15280
3325	15276
5015	15272
5535	15262
3318	15261
1520	15261
402	15247
3596	15229
5578	15225
4934	15220
7119	15202
5654	15161
9674	15126
1611	15119
9277	15094
3060	15079
8563	15057
23531	15050
1587	15041
582	15039
281	15039
598	15023
6166	14986
8640	14970
3187	14962
5348	14949
6652	14937
4295	14922
7555	14915
616	14915
17312	14896
2322	14812
18185	14803
2800	14795
13695	14789
337	14771
6150	14765
8965	14718
11096	14702
4606	14633
864	14615
5274	14612
978	14587
289	14549
839	14534
11846	14519
5960	14509
6691	14492
2259	14481
23548	14462
6445	14461
321	14443
370	14417
73	14395
1825	14371
12860	14341
299	14329
4455	14312
35061	14310
13941	14310
6319	14309
12845	14305
3290	14302
2447	14262
351	14244
13218	14241
826	14212
4900	14212
4207	14210
6457	14203
7091	14149
6532	14127
8220	14090
1212	14071
1949	14058
7043	14046
5246	13991
6385	13988
9220	13978
5605	13976
7665	13950
7690	13945
6992	13945
8736	13889
85	13875
3361	13830
7928	13807
11098	13801
1841	13799
3284	13771
4520	13768
16506	13766
66	13765
2148	13762
5590	13705
8592	13704
4147	13700
6931	13695
15453	13684
18561	13678
8104	13664
2561	13663
6689	13643
318	13639
1920	13604
2206	13594
1972	13594
9770	13578
5659	13553
27834	13553
5199	13550
4967	13503
1113	13488
2933	13481
1705	13475
5915	13465
5222	13465
37386	13443
3816	13420
9670	13417
336	13409
454	13399
2305	13386
6656	13385
6917	13381
5929	13353
19574	13333
15274	13321
14356	13301
1050	13266
37475	13254
436	13252
15422	13248
5946	13247
2630	13236
7319	13232
11355	13200
7834	13195
69	13194
2011	13190
4140	13188
2349	13176
18671	13153
811	13103
11166	13096
1494	13089
869	13083
4033	13060
942	13057
5629	13037
49784	13030
332	13010
11341	13009
1065	13000
8316	12998
3823	12950
8993	12922
7008	12921
11713	12901
988	12892
666	12857
359	12852
661	12841
3021	12841
4737	12840
729	12832
5133	12830
10948	12827
453	12817
8667	12796
8792	12777
3351	12753
2731	12735
1676	12729
7089	12726
1160	12723
9259	12720
29592	12701
2543	12686
282	12679
1609	12621
7188	12619
4018	12617
3403	12599
6928	12571
7543	12536
3092	12530
343	12525
1450	12522
79	12519
2133	12517
3485	12496
9323	12489
303	12486
4883	12445
2579	12439
4994	12437
3309	12435
1505	12407
8767	12397
4879	12390
1565	12373
5041	12366
788	12360
11888	12358
12631	12347
5415	12337
2586	12336
17768	12329
4745	12320
2893	12309
1637	12293
2631	12289
326	12288
2947	12278
1989	12203
8681	12196
5540	12191
5596	12182
2999	12175
8351	12172
1534	12166
5196	12158
2385	12158
9141	12144
5493	12134
15910	12129
2439	12117
10057	12098
8994	12095
8544	12065
11291	12054
10951	12054
7327	12044
6890	12040
4553	12040
14975	12039
7083	12026
2802	12025
4184	12017
7553	12014
613	11998
8691	11990
290	11990
1732	11973
1207	11959
7314	11953
7301	11951
9741	11924
949	11908
4751	11894
13962	11894
6832	11874
425	11867
5573	11866
11775	11865
3674	11853
5315	11852
11922	11851
6560	11842
3195	11831
4691	11819
5124	11782
894	11781
5234	11780
283	11778
4827	11764
5238	11762
347	11749
10868	11746
12551	11736
834	11730
5217	11730
5721	11719
4072	11709
3041	11709
8884	11708
3857	11694
3477	11687
3938	11670
3504	11670
11784	11624
10966	11612
6625	11611
